,ask,bid,description,enabled,expired,expiry,expiryDescription,group,imfFactor,index,last,lowerBound,marginPrice,mark,moveStart,name,perpetual,positionLimitWeight,postOnly,priceIncrement,sizeIncrement,type,underlying,underlyingDescription,upperBound
191,,,Bitcoin MOVE 2020-04-03 Contracts,False,True,2020-04-04T00:00:00+00:00,2020-04-03,daily,0.002,6744.818646310909,23.0,0.0,6744.818646310909,15.705846893377778,2020-04-03T00:00:00+00:00,BTC-MOVE-0403,False,2.0,False,0.5,0.0001,move,BTC,Bitcoin,697.0
192,,,Bitcoin MOVE 2020-04-04 Contracts,False,True,2020-04-05T00:00:00+00:00,2020-04-04,daily,0.002,6875.615718291818,117.0,0.0,6875.615718291818,111.90425353553888,2020-04-04T00:00:00+00:00,BTC-MOVE-0404,False,2.0,False,0.5,0.0001,move,BTC,Bitcoin,803.5
193,,,Bitcoin MOVE 2020-04-05 Contracts,False,True,2020-04-06T00:00:00+00:00,2020-04-05,daily,0.002,6777.424204321818,92.5,0.0,6777.424204321818,89.87178690664445,2020-04-05T00:00:00+00:00,BTC-MOVE-0405,False,2.0,False,0.5,0.0001,move,BTC,Bitcoin,771.5
194,,,Bitcoin MOVE 2020-04-06 Contracts,False,True,2020-04-07T00:00:00+00:00,2020-04-06,daily,0.002,7344.968319540909,454.5,0.0,7344.968319540909,459.2135440700722,2020-04-06T00:00:00+00:00,BTC-MOVE-0406,False,2.0,False,0.5,0.0001,move,BTC,Bitcoin,1201.5
195,,,Bitcoin MOVE 2020-04-07 Contracts,False,True,2020-04-08T00:00:00+00:00,2020-04-07,daily,0.002,7198.822896216364,219.5,0.0,7198.822896216364,215.30963502707223,2020-04-07T00:00:00+00:00,BTC-MOVE-0407,False,2.0,False,0.5,0.0001,move,BTC,Bitcoin,940.5
196,,,Bitcoin MOVE 2020-04-08 Contracts,False,True,2020-04-09T00:00:00+00:00,2020-04-08,daily,0.002,7368.415498371818,192.5,0.0,7368.415498371818,184.78861932200556,2020-04-08T00:00:00+00:00,BTC-MOVE-0408,False,2.0,False,0.5,0.0001,move,BTC,Bitcoin,923.5
197,,,Bitcoin MOVE 2020-04-09 Contracts,False,True,2020-04-10T00:00:00+00:00,2020-04-09,daily,0.002,7294.631124367273,61.5,0.0,7294.631124367273,57.167468957488886,2020-04-09T00:00:00+00:00,BTC-MOVE-0409,False,2.0,False,0.5,0.0001,move,BTC,Bitcoin,790.0
198,,,Bitcoin MOVE 2020-04-10 Contracts,False,True,2020-04-11T00:00:00+00:00,2020-04-10,daily,0.002,6871.836257129091,438.0,0.0,6871.836257129091,427.0562497141833,2020-04-10T00:00:00+00:00,BTC-MOVE-0410,False,2.0,False,0.5,0.0001,move,BTC,Bitcoin,1116.0
199,,,Bitcoin MOVE 2020-04-11 Contracts,False,True,2020-04-12T00:00:00+00:00,2020-04-11,daily,0.002,6886.228154634546,6.5,0.0,6886.228154634546,4.399028599633334,2020-04-11T00:00:00+00:00,BTC-MOVE-0411,False,2.0,False,0.5,0.0001,move,BTC,Bitcoin,695.5
200,,,Bitcoin MOVE 2020-04-12 Contracts,False,True,2020-04-13T00:00:00+00:00,2020-04-12,daily,0.002,6909.992537865454,122.5,0.0,6909.992537865454,118.22688702257778,2020-04-12T00:00:00+00:00,BTC-MOVE-0412,False,2.0,False,0.5,0.0001,move,BTC,Bitcoin,811.5
201,,,Bitcoin MOVE 2020-04-13 Contracts,False,True,2020-04-14T00:00:00+00:00,2020-04-13,daily,0.002,6857.982876483637,92.0,0.0,6857.982876483637,99.28751730136666,2020-04-13T00:00:00+00:00,BTC-MOVE-0413,False,2.0,False,0.5,0.0001,move,BTC,Bitcoin,784.0
202,,,Bitcoin MOVE 2020-04-14 Contracts,False,True,2020-04-15T00:00:00+00:00,2020-04-14,daily,0.002,6875.682747964545,16.5,0.0,6875.682747964545,16.3343069749,2020-04-14T00:00:00+00:00,BTC-MOVE-0414,False,2.0,False,0.5,0.0001,move,BTC,Bitcoin,706.5
203,,,Bitcoin MOVE 2020-04-15 Contracts,False,True,2020-04-16T00:00:00+00:00,2020-04-15,daily,0.002,6625.664381030909,214.0,0.0,6625.664381030909,210.64001350060556,2020-04-15T00:00:00+00:00,BTC-MOVE-0415,False,2.0,False,0.5,0.0001,move,BTC,Bitcoin,877.5
204,,,Bitcoin MOVE 2020-04-16 Contracts,False,True,2020-04-17T00:00:00+00:00,2020-04-16,daily,0.002,7113.080489553637,592.0,0.0,7113.080489553637,594.8714748774,2020-04-16T00:00:00+00:00,BTC-MOVE-0416,False,2.0,False,0.5,0.0001,move,BTC,Bitcoin,1305.0
205,,,Bitcoin MOVE 2020-04-17 Contracts,False,True,2020-04-18T00:00:00+00:00,2020-04-17,daily,0.002,7037.763577772727,2.0,0.0,7037.763577772727,0.8141640965818912,2020-04-17T00:00:00+00:00,BTC-MOVE-0417,False,2.0,False,0.5,0.0001,move,BTC,Bitcoin,710.5
206,,,Bitcoin MOVE 2020-04-18 Contracts,False,True,2020-04-19T00:00:00+00:00,2020-04-18,daily,0.002,7260.664125434546,208.0,0.0,7260.664125434546,203.26306447925555,2020-04-18T00:00:00+00:00,BTC-MOVE-0418,False,2.0,False,0.5,0.0001,move,BTC,Bitcoin,935.5
207,,,Bitcoin MOVE 2020-04-19 Contracts,False,True,2020-04-20T00:00:00+00:00,2020-04-19,daily,0.002,7132.846313073636,68.0,0.0,7132.846313073636,62.89600016547778,2020-04-19T00:00:00+00:00,BTC-MOVE-0419,False,2.0,False,0.5,0.0001,move,BTC,Bitcoin,780.0
208,,,Bitcoin MOVE 2020-04-20 Contracts,False,True,2020-04-21T00:00:00+00:00,2020-04-20,daily,0.002,6843.1547527836365,302.0,0.0,6843.1547527836365,291.29806200685,2020-04-20T00:00:00+00:00,BTC-MOVE-0420,False,2.0,False,0.5,0.0001,move,BTC,Bitcoin,985.0
209,,,Bitcoin MOVE 2020-04-21 Contracts,False,True,2020-04-22T00:00:00+00:00,2020-04-21,daily,0.002,6854.696788899091,6.5,0.0,6854.696788899091,1.3783262744055556,2020-04-21T00:00:00+00:00,BTC-MOVE-0421,False,2.0,False,0.5,0.0001,move,BTC,Bitcoin,693.0
210,,,Bitcoin MOVE 2020-04-22 Contracts,False,True,2020-04-23T00:00:00+00:00,2020-04-22,daily,0.002,7134.992679100909,275.5,0.5,7134.992679100909,275.3117936517778,2020-04-22T00:00:00+00:00,BTC-MOVE-0422,False,2.0,False,0.5,0.0001,move,BTC,Bitcoin,989.5
